INDEX_NR,INCIDENT_DATE,TIME,AIRPORT_ID,AIRPORT,STATE,LATITUDE,LONGITUDE,PHASE_OF_FLIGHT,HEIGHT,SPEED,AC_MAKE,AC_MODEL,AC_CLASS,AC_MASS,ENG_TYPE,NUM_ENGS,SKY,PRECIPITATION,SPECIES,SPECIES_ID,SIZE,NUM_SEEN,NUM_STRUCK,DAMAGE_IND,DAM_LEVEL,EFFECT,STR_PARTS,DAM_PARTS,COST_REPAIRS,COST_OTHER,NR_INJURIES,NR_FATALITIES,REMARKS,data_origin,operational_use
SAMPLE-00139,2020-09-18,23:52,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.639419560893934,-95.051962951303,Take-off run,545.0,225.0,Airbus,Model-501,Airplane,2,Turbofan,2,No Cloud,Rain,Grey Heron,Ardea cinerea,Medium,11-100,11-100,Y,M,None,Wing,Windshield,3740.54,2851.35,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00140,2024-01-22,09:07,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.92210904020545,-78.28032895533578,Take-off run,117.0,155.0,Airbus,Model-838,Airplane,2,Turbofan,2,Some Cloud,None,Mute Swan,Cygnus olor,Small,1,1,N/A,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00141,2020-08-05,18:51,SAMPLE01,Sample Regional Airport 01 (SYNTHETIC),SS,42.41867892331455,-100.28010252077198,Landing Roll,162.0,83.0,Embraer,Model-550,Airplane,2,Turbojet,2,Overcast,None,American Crow,Corvus brachyrhynchos,Large,2-10,2-10,N/A,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00142,2021-01-31,21:11,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.75826675064021,11.258885666901053,En Route,58.0,135.0,Boeing,Model-236,Airplane,2,Turboprop,2,Overcast,None,Canada Goose,Branta canadensis,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00143,2024-07-06,11:37,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.86834229082644,-102.57205933548808,Approach,20.0,106.0,Airbus,Model-324,Airplane,3,Turbojet,2,No Cloud,None,American Robin,Turdus migratorius,Small,11-100,11-100,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00144,2019-10-08,16:40,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.617186908324214,12.507506602339518,Descent,1068.0,156.0,Airbus,Model-668,Airplane,1,Turbojet,2,No Cloud,Fog,Rock Pigeon,Columba livia,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00145,2022-02-26,02:50,SAMPLE19,Sample Regional Airport 19 (SYNTHETIC),,47.312491337208776,12.429781138108721,Approach,937.0,101.0,Airbus,Model-328,Airplane,4,Turbojet,2,No Cloud,None,Greylag Goose,Anser anser,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00146,2022-02-13,19:26,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.17937404938382,-119.67645191212954,Approach,945.0,238.0,Bombardier,Model-192,Airplane,5,Turbojet,2,Some Cloud,None,Common Kestrel,Falco tinnunculus,Small,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00147,2018-09-03,05:59,SAMPLE24,Sample Municipal Airport 24 (SYNTHETIC),,57.84389879833529,13.955632295943907,Approach,1778.0,88.0,Bombardier,Model-247,Airplane,5,Turbofan,4,Overcast,Fog,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00148,2019-03-07,09:41,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.604118263356796,-85.76380212793156,Approach,443.0,101.0,Airbus,Model-428,Airplane,3,Turbojet,2,Overcast,None,Mute Swan,Cygnus olor,Medium,1,1,UNK,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00149,2018-05-22,18:19,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.342752691672935,13.035418715985445,Approach,623.0,182.0,Cessna,Model-341,Airplane,1,Turbofan,2,No Cloud,Rain,Mallard,Anas platyrhynchos,Medium,1,1,Y,M,Aborted Takeoff,Wing,,1999.87,1048.45,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00150,2022-04-09,16:22,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.84983075630271,0.08562788712871233,Take-off run,123.0,166.0,Bombardier,Model-891,Airplane,5,Turboprop,2,Overcast,None,Black-headed Gull,Chroicocephalus ridibundus,Large,1,1,N/A,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00151,2022-10-06,16:50,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.87031326688213,-102.60850045967143,Approach,708.0,224.0,Cessna,Model-544,Airplane,5,Turboprop,2,No Cloud,None,Common Raven,Corvus corax,Large,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00152,2021-09-01,10:58,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.41129698919684,-101.62173287203231,Landing Roll,70.0,127.0,Boeing,Model-313,Airplane,3,Turbofan,2,Overcast,None,Mallard,Anas platyrhynchos,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00153,2023-01-12,22:06,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.04000386489753,-114.15192199991056,Descent,222.0,151.0,Embraer,Model-620,Airplane,3,Turboprop,2,No Cloud,None,Mallard,Anas platyrhynchos,Medium,11-100,11-100,Y,S,Precautionary Landing,Engine,,44118.39,107.79,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00154,2018-05-20,15:15,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.61995845862463,12.50345037952074,Approach,352.0,180.0,Cessna,Model-646,Airplane,1,Turbofan,2,Some Cloud,None,Herring Gull,Larus argentatus,Small,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00155,2018-12-20,13:11,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.17739248360011,-119.67822366749863,En Route,330.0,143.0,Airbus,Model-588,Airplane,1,Turboprop,2,Overcast,None,Bald Eagle,Haliaeetus leucocephalus,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00156,2018-10-26,21:06,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.63595886525157,-95.0311372197288,Take-off run,3196.0,121.0,Cessna,Model-430,Airplane,4,Turboprop,2,No Cloud,Fog,Common Kestrel,Falco tinnunculus,Medium,1,1,Y,M,None,Windshield,Engine,24837.06,4695.6,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00157,2019-02-24,20:18,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.63706877604282,12.50230681908912,Descent,1802.0,82.0,Boeing,Model-385,Airplane,4,Turbojet,2,No Cloud,None,Common Buzzard,Buteo buteo,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00158,2023-12-15,10:27,SAMPLE14,Sample Municipal Airport 14 (SYNTHETIC),SS,38.86516674713354,-94.84338221620845,Landing Roll,633.0,139.0,Boeing,Model-846,Airplane,3,Turbofan,2,Overcast,None,Great Cormorant,Phalacrocorax carbo,Small,1,1,UNK,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00159,2022-01-09,09:09,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.94122483028774,-78.25014433834524,En Route,836.0,226.0,Bombardier,Model-374,Airplane,2,Turbojet,2,Some Cloud,None,Common Kestrel,Falco tinnunculus,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00160,2022-04-03,07:16,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.65245897357834,12.480495235037072,Descent,798.0,96.0,Bombardier,Model-105,Airplane,1,Turbojet,4,Overcast,Rain,Grey Heron,Ardea cinerea,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00161,2018-04-19,05:40,SAMPLE09,Sample Regional Airport 09 (SYNTHETIC),SS,36.9799047574481,-82.54155503114664,En Route,725.0,161.0,Bombardier,Model-623,Airplane,2,Turbofan,2,Overcast,None,Common Kestrel,Falco tinnunculus,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00162,2021-09-18,16:35,,Sample Municipal Airport 02 (SYNTHETIC),SS,45.61972718974165,-85.77049389123142,Approach,945.0,231.0,Bombardier,Model-505,Airplane,2,Turbofan,2,No Cloud,Fog,Great Cormorant,Phalacrocorax carbo,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00163,2020-06-22,02:06,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.925241360229236,-78.30482874261516,Descent,425.0,86.0,Cessna,Model-592,Airplane,2,Turbofan,4,Some Cloud,None,Common Ringed Plover,Charadrius hiaticula,Medium,1,1,Y,M,Precautionary Landing,Fuselage,,214.95,1943.09,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00164,2018-01-29,06:44,SAMPLE03,Sample Regional Airport 03 (SYNTHETIC),SS,35.9436069793154,-78.30996637070044,Climb,579.0,100.0,Airbus,Model-759,Airplane,5,Turboprop,2,Some Cloud,None,Rock Pigeon,Columba livia,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00165,2022-11-12,21:09,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.62769897818908,-85.72425214392437,Approach,364.0,149.0,Bombardier,Model-431,Airplane,3,Turboprop,2,Overcast,None,Common Ringed Plover,Charadrius hiaticula,Medium,2-10,2-10,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00166,2018-09-26,09:11,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.1802392334696,-119.68314980770919,Landing Roll,30.0,241.0,Cessna,Model-716,Airplane,1,Turboprop,4,Overcast,None,Barn Swallow,Hirundo rustica,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00167,2018-09-16,06:27,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.234011566210405,2.343935776595919,Descent,835.0,113.0,Embraer,Model-175,Airplane,1,Turboprop,2,Overcast,Snow,Common Buzzard,Buteo buteo,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00168,2019-12-07,07:44,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.63302698649706,12.51802239673289,Take-off run,500.0,208.0,Embraer,Model-318,Airplane,2,Turboprop,4,Some Cloud,Rain,American Robin,Turdus migratorius,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00169,2022-01-26,07:01,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.23961757667605,2.324206600676362,En Route,1407.0,157.0,Airbus,Model-234,Airplane,3,Turbojet,2,No Cloud,None,Common Starling,Sturnus vulgaris,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00170,2020-03-03,13:10,,Sample Regional Airport 09 (SYNTHETIC),SS,36.993759506459895,-82.52478991886454,Climb,540.0,239.0,Boeing,Model-544,Airplane,1,Turbojet,2,Some Cloud,Rain,Eurasian Sparrowhawk,Accipiter nisus,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00171,2019-12-19,10:57,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.15088064270703,-104.01149884623149,Take-off run,1124.0,110.0,Bombardier,Model-348,Airplane,3,Turbofan,2,Some Cloud,None,Canada Goose,Branta canadensis,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00172,2020-12-30,19:29,,Sample Regional Airport 01 (SYNTHETIC),SS,42.37097506065756,-100.2727284091876,Take-off run,1377.0,220.0,Cessna,Model-479,Airplane,5,Turbojet,2,No Cloud,None,Herring Gull,Larus argentatus,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00173,2020-10-02,10:10,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.19615586166556,-119.66888956051038,En Route,236.0,148.0,Embraer,Model-536,Airplane,3,Turbofan,2,Some Cloud,None,Mute Swan,Cygnus olor,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00174,2023-07-25,04:51,SAMPLE12,Sample Municipal Airport 12 (SYNTHETIC),SS,42.496379206799645,-99.37062509029495,Approach,1125.0,205.0,Airbus,Model-812,Airplane,4,Turbojet,4,Some Cloud,None,Herring Gull,Larus argentatus,Small,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00175,2019-08-30,20:15,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.89279262923772,-102.54464691158849,Approach,345.0,95.0,Cessna,Model-853,Airplane,1,Turbofan,2,No Cloud,None,Common Kestrel,Falco tinnunculus,Small,2-10,2-10,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00176,2020-01-12,16:01,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.665040888325265,12.50840940148251,Climb,16.0,217.0,Embraer,Model-485,Airplane,1,Turbojet,2,No Cloud,Fog,Rock Pigeon,Columba livia,Medium,2-10,2-10,Y,S,Precautionary Landing,Fuselage,Windshield,12897.06,3084.64,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00177,2024-08-21,05:20,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.33547459850894,13.071250780978678,Take-off run,408.0,134.0,Embraer,Model-303,Airplane,3,Turbojet,2,No Cloud,None,Common Kestrel,Falco tinnunculus,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00178,2022-01-27,13:14,SAMPLE25,Sample Regional Airport 25 (SYNTHETIC),,53.753169323700384,11.266334139790368,Descent,1277.0,164.0,Cessna,Model-665,Airplane,5,Turboprop,2,No Cloud,None,Rock Pigeon,Columba livia,Small,11-100,11-100,UNK,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00179,2022-05-05,06:14,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.92484988806068,-76.47059514885778,Approach,851.0,82.0,Bombardier,Model-473,Airplane,4,Turboprop,2,Overcast,Rain,Great Black-backed Gull,Larus marinus,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00180,2018-11-27,03:48,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.45563993246886,4.074181405571339,Take-off run,1132.0,247.0,Embraer,Model-442,Airplane,3,Turbojet,2,Some Cloud,None,Mallard,Anas platyrhynchos,Medium,1,1,Y,M,Precautionary Landing,Engine,,45733.47,756.43,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00181,2024-11-28,09:25,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.436054148112284,4.047611874669991,Approach,613.0,226.0,Boeing,Model-611,Airplane,5,Turbofan,2,No Cloud,Fog,Common Starling,Sturnus vulgaris,Small,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00182,2018-04-30,10:35,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.37162618253832,13.085564381530839,Descent,83.0,96.0,Cessna,Model-135,Airplane,3,Turbofan,2,Overcast,None,American Robin,Turdus migratorius,Medium,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00183,2019-07-15,00:38,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.41499438348635,-101.63141609682363,Descent,1196.0,206.0,Airbus,Model-292,Airplane,4,Turbofan,2,Overcast,Rain,American Robin,Turdus migratorius,Small,2-10,2-10,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00184,2021-05-14,15:36,SAMPLE01,Sample Regional Airport 01 (SYNTHETIC),SS,42.408947747750005,-100.24859207651951,En Route,281.0,97.0,Boeing,Model-335,Airplane,4,Turbojet,2,No Cloud,None,Common Buzzard,Buteo buteo,Small,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00185,2020-08-17,18:36,SAMPLE13,Sample Regional Airport 13 (SYNTHETIC),SS,40.68711282864152,-98.85927900258484,Approach,941.0,247.0,Cessna,Model-634,Airplane,2,Turboprop,2,Overcast,None,Rock Pigeon,Columba livia,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00186,2018-09-15,21:24,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.81948308957133,0.039627660599365726,Landing Roll,2467.0,228.0,Bombardier,Model-791,Airplane,2,Turbojet,2,Overcast,Rain,Common Raven,Corvus corax,Large,1,1,UNK,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00187,2024-05-14,01:15,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.65995490136764,12.501011294363215,Landing Roll,760.0,112.0,Embraer,Model-171,Airplane,1,Turboprop,2,Overcast,None,Canada Goose,Branta canadensis,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00188,2020-11-14,15:35,,Sample Municipal Airport 06 (SYNTHETIC),SS,33.13710677580608,-98.97584255329271,Take-off run,791.0,81.0,Embraer,Model-582,Airplane,2,Turbojet,2,Some Cloud,Fog,Great Black-backed Gull,Larus marinus,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00189,2020-08-21,19:00,SAMPLE02,Sample Municipal Airport 02 (SYNTHETIC),SS,45.6031784806951,-85.76594632809153,Approach,791.0,131.0,Airbus,Model-249,Airplane,3,Turbojet,2,Some Cloud,Rain,Great Blue Heron,Ardea herodias,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00190,2019-07-27,19:11,SAMPLE09,Sample Regional Airport 09 (SYNTHETIC),SS,37.01683662002107,-82.50409522900135,Climb,449.0,186.0,Embraer,Model-444,Airplane,4,Turbojet,2,Some Cloud,None,Barn Swallow,Hirundo rustica,Small,1,1,N,,,Engine,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00191,2023-08-06,04:00,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.22323130121854,2.296625056129034,Climb,545.0,197.0,Boeing,Model-630,Airplane,5,Turbofan,2,Overcast,None,Rock Pigeon,Columba livia,Small,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00192,2024-01-18,19:53,SAMPLE04,Sample Municipal Airport 04 (SYNTHETIC),SS,33.638802986813076,-95.0840408317414,Take-off run,249.0,209.0,Boeing,Model-555,Airplane,3,Turboprop,2,Some Cloud,Rain,Greylag Goose,Anser anser,Medium,1,1,N,,,Wing,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00193,2023-09-01,11:53,SAMPLE20,Sample Municipal Airport 20 (SYNTHETIC),,54.44369634427609,4.060112674506217,Take-off run,264.0,188.0,Cessna,Model-608,Airplane,2,Turbofan,2,Overcast,None,Common Kestrel,Falco tinnunculus,Small,11-100,11-100,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00194,2018-09-30,18:17,SAMPLE11,Sample Regional Airport 11 (SYNTHETIC),SS,33.19956817599089,-119.65640276097572,Approach,337.0,198.0,Cessna,Model-761,Airplane,2,Turboprop,2,Some Cloud,None,American Crow,Corvus brachyrhynchos,Large,1,1,Y,M,Aborted Takeoff,Nose,Windshield,2132.49,550.59,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00195,2022-07-12,14:35,SAMPLE18,Sample Municipal Airport 18 (SYNTHETIC),,46.377235296036964,13.077001091715443,Descent,73.0,248.0,Airbus,Model-184,Airplane,3,Turbofan,2,Some Cloud,None,American Robin,Turdus migratorius,Small,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00196,2023-11-02,07:38,SAMPLE15,Sample Regional Airport 15 (SYNTHETIC),SS,33.44282740552688,-101.62980637324543,En Route,670.0,100.0,Boeing,Model-572,Airplane,5,Turbofan,2,Overcast,None,Great Black-backed Gull,Larus marinus,Medium,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00197,2020-02-22,11:49,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.81296201510627,0.05404430671800178,En Route,1156.0,86.0,Embraer,Model-851,Airplane,3,Turboprop,2,Some Cloud,None,Common Starling,Sturnus vulgaris,Medium,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00198,2020-12-25,20:42,SAMPLE01,Sample Regional Airport 01 (SYNTHETIC),SS,42.39889120107251,-100.2735981149875,Take-off run,1758.0,106.0,Boeing,Model-834,Airplane,2,Turbofan,2,Some Cloud,None,Mallard,Anas platyrhynchos,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00199,2018-10-13,06:35,SAMPLE21,Sample Regional Airport 21 (SYNTHETIC),,58.58372092675525,12.456620827052353,Descent,170.0,83.0,Airbus,Model-879,Airplane,2,Turboprop,2,Overcast,None,Bald Eagle,Haliaeetus leucocephalus,Large,1,1,Y,M,None,Nose,,601.21,1084.48,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00200,2020-09-20,09:31,SAMPLE05,Sample Regional Airport 05 (SYNTHETIC),SS,42.09809151547674,-104.05506605808847,Take-off run,2379.0,153.0,Airbus,Model-829,Airplane,5,Turbofan,2,Overcast,Rain,Barn Swallow,Hirundo rustica,Large,2-10,2-10,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00201,2018-11-29,21:42,SAMPLE07,Sample Regional Airport 07 (SYNTHETIC),SS,41.897740066508085,-76.46203082881237,Take-off run,521.0,83.0,Embraer,Model-131,Airplane,3,Turbojet,2,Overcast,Fog,Canada Goose,Branta canadensis,Medium,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00202,2018-10-28,03:53,SAMPLE23,Sample Regional Airport 23 (SYNTHETIC),,51.87506728932266,0.0628380891300413,Take-off run,476.0,112.0,Airbus,Model-856,Airplane,3,Turbojet,2,Some Cloud,Fog,Herring Gull,Larus argentatus,Small,2-10,2-10,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00203,2020-11-15,02:36,SAMPLE10,Sample Municipal Airport 10 (SYNTHETIC),SS,42.85207599323324,-102.56612674563891,Landing Roll,129.0,112.0,Bombardier,Model-114,Airplane,4,Turbojet,2,No Cloud,None,Grey Heron,Ardea cinerea,Small,1,1,N,,,Nose,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00204,2018-09-04,00:25,SAMPLE08,Sample Municipal Airport 08 (SYNTHETIC),SS,33.05495588644419,-114.1613192218466,En Route,411.0,224.0,Airbus,Model-812,Airplane,4,Turbofan,2,Some Cloud,None,Canada Goose,Branta canadensis,Medium,1,1,N,,,Windshield,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00205,2023-10-18,08:06,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.11030941433342,-98.9954784919264,Landing Roll,252.0,94.0,Cessna,Model-869,Airplane,1,Turboprop,2,Some Cloud,None,Great Black-backed Gull,Larus marinus,Small,2-10,2-10,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00206,2023-06-21,15:16,,Sample Regional Airport 23 (SYNTHETIC),,51.814825592432825,0.0639203151450592,En Route,170.0,209.0,Airbus,Model-716,Airplane,3,Turbojet,2,No Cloud,Rain,Greylag Goose,Anser anser,Medium,1,1,N,,,Wing,,0.0,0.0,1,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00207,2018-12-19,22:50,SAMPLE16,Sample Municipal Airport 16 (SYNTHETIC),,49.217315921167895,2.3547178994513183,Landing Roll,1390.0,227.0,Embraer,Model-698,Airplane,3,Turboprop,2,Some Cloud,None,American Robin,Turdus migratorius,Small,11-100,11-100,Y,M,Aborted Takeoff,Nose,Windshield,7681.07,2194.11,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
SAMPLE-00208,2023-09-21,07:14,SAMPLE06,Sample Municipal Airport 06 (SYNTHETIC),SS,33.10214380138397,-99.0061130474655,Climb,715.0,192.0,Embraer,Model-705,Airplane,3,Turboprop,2,No Cloud,Fog,Mute Swan,Cygnus olor,Small,1,1,N,,,Fuselage,,0.0,0.0,0,0,Synthetic sample record generated for pipeline testing.,synthetic_fixture,False
