count_id,site_id,count_date,start_time_local,end_time_local,observation_hours,species_common_name,species_scientific_name,species_code,count,flight_direction,count_type,weather_notes,observer_effort_available,data_origin,operational_use
CNT001913,TREK016,2024-10-16,09:00,10:18,1.3,Great Black-backed Gull,Larus marinus,LARUS_MARI,4,NE,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001914,TREK016,2024-10-16,09:00,10:18,1.3,Mallard,Anas platyrhynchos,ANAS_PLATY,11,N,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001915,TREK016,2024-10-20,05:00,06:13,1.23,American Robin,Turdus migratorius,TURDUS_MIG,15,N,nocturnal_flight_call,clear,True,synthetic_fixture,False
CNT001916,TREK016,2024-10-20,05:00,06:13,1.23,Canada Goose,Branta canadensis,BRANTA_CAN,9,SE,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001917,TREK016,2024-10-20,05:00,06:13,1.23,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,8,SW,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001918,TREK016,2024-10-22,09:00,14:46,5.78,Great Black-backed Gull,Larus marinus,LARUS_MARI,6,SE,nocturnal_flight_call,windy,True,synthetic_fixture,False
CNT001919,TREK016,2024-10-22,09:00,14:46,5.78,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,6,N,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001920,TREK016,2024-10-22,09:00,14:46,5.78,Canada Goose,Branta canadensis,BRANTA_CAN,7,NE,nocturnal_flight_call,windy,True,synthetic_fixture,False
CNT001921,TREK016,2024-10-22,09:00,14:46,5.78,Grey Heron,Ardea cinerea,ARDEA_CINE,7,S,nocturnal_flight_call,windy,True,synthetic_fixture,False
CNT001922,TREK016,2024-11-01,09:00,11:21,2.35,Barn Swallow,Hirundo rustica,HIRUNDO_RU,6,W,nocturnal_flight_call,windy,True,synthetic_fixture,False
CNT001923,TREK016,2024-11-01,09:00,11:21,2.35,American Robin,Turdus migratorius,TURDUS_MIG,6,S,nocturnal_flight_call,windy,True,synthetic_fixture,False
CNT001924,TREK016,2024-11-22,08:00,12:43,4.72,Canada Goose,Branta canadensis,BRANTA_CAN,1,SE,nocturnal_flight_call,overcast,True,synthetic_fixture,False
CNT001925,TREK016,2024-11-22,08:00,12:43,4.72,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,1,S,nocturnal_flight_call,overcast,True,synthetic_fixture,False
CNT001926,TREK016,2024-11-22,08:00,12:43,4.72,Great Blue Heron,Ardea herodias,ARDEA_HERO,4,E,nocturnal_flight_call,light rain,True,synthetic_fixture,False
CNT001927,TREK016,2024-11-22,08:00,12:43,4.72,Rock Pigeon,Columba livia,COLUMBA_LI,3,S,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001928,TREK016,2024-12-17,07:00,08:33,1.55,Great Cormorant,Phalacrocorax carbo,PHALACROCO,3,SE,nocturnal_flight_call,light rain,True,synthetic_fixture,False
CNT001929,TREK016,2024-12-17,07:00,08:33,1.55,Common Starling,Sturnus vulgaris,STURNUS_VU,3,E,nocturnal_flight_call,overcast,True,synthetic_fixture,False
CNT001930,TREK016,2024-12-17,07:00,08:33,1.55,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,5,W,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001931,TREK016,2024-12-17,07:00,08:33,1.55,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,4,S,nocturnal_flight_call,overcast,True,synthetic_fixture,False
CNT001932,TREK016,2024-12-17,07:00,08:33,1.55,Great Blue Heron,Ardea herodias,ARDEA_HERO,4,W,nocturnal_flight_call,,True,synthetic_fixture,False
CNT001933,TREK017,2023-01-02,09:00,13:04,4.08,Grey Heron,Ardea cinerea,ARDEA_CINE,2,SW,capture,clear,True,synthetic_fixture,False
CNT001934,TREK017,2023-02-13,09:00,10:53,1.89,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,2,S,capture,light rain,True,synthetic_fixture,False
CNT001935,TREK017,2023-02-13,09:00,10:53,1.89,Great Blue Heron,Ardea herodias,ARDEA_HERO,4,S,capture,windy,True,synthetic_fixture,False
CNT001936,TREK017,2023-02-13,09:00,10:53,1.89,Common Raven,Corvus corax,CORVUS_COR,2,NW,capture,light rain,True,synthetic_fixture,False
CNT001937,TREK017,2023-03-09,08:00,09:33,1.55,Common Raven,Corvus corax,CORVUS_COR,5,E,capture,clear,True,synthetic_fixture,False
CNT001938,TREK017,2023-03-09,08:00,09:33,1.55,Rock Pigeon,Columba livia,COLUMBA_LI,6,N,capture,light rain,True,synthetic_fixture,False
CNT001939,TREK017,2023-03-09,08:00,09:33,1.55,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,7,SW,capture,clear,True,synthetic_fixture,False
CNT001940,TREK017,2023-03-10,08:00,13:50,5.85,Great Cormorant,Phalacrocorax carbo,PHALACROCO,11,NW,capture,overcast,True,synthetic_fixture,False
CNT001941,TREK017,2023-03-10,08:00,13:50,5.85,Greylag Goose,Anser anser,ANSER_ANSE,7,NW,capture,windy,True,synthetic_fixture,False
CNT001942,TREK017,2023-03-10,08:00,13:50,5.85,Grey Heron,Ardea cinerea,ARDEA_CINE,6,SW,capture,windy,True,synthetic_fixture,False
CNT001943,TREK017,2023-03-10,08:00,13:50,5.85,Common Kestrel,Falco tinnunculus,FALCO_TINN,5,E,capture,overcast,True,synthetic_fixture,False
CNT001944,TREK017,2023-03-23,07:00,10:56,3.94,Common Kestrel,Falco tinnunculus,FALCO_TINN,15,NE,capture,clear,False,synthetic_fixture,False
CNT001945,TREK017,2023-03-23,07:00,10:56,3.94,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,13,S,capture,light rain,True,synthetic_fixture,False
CNT001946,TREK017,2023-03-23,07:00,10:56,3.94,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,13,NW,capture,windy,True,synthetic_fixture,False
CNT001947,TREK017,2023-04-09,05:00,09:28,4.47,Herring Gull,Larus argentatus,LARUS_ARGE,11,NW,capture,clear,True,synthetic_fixture,False
CNT001948,TREK017,2023-04-09,05:00,09:28,4.47,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,7,W,capture,,True,synthetic_fixture,False
CNT001949,TREK017,2023-04-10,07:00,08:53,1.9,Common Raven,Corvus corax,CORVUS_COR,11,S,capture,,True,synthetic_fixture,False
CNT001950,TREK017,2023-04-15,07:00,10:00,3.01,Rock Pigeon,Columba livia,COLUMBA_LI,9,NW,capture,overcast,True,synthetic_fixture,False
CNT001951,TREK017,2023-04-15,07:00,10:00,3.01,Great Black-backed Gull,Larus marinus,LARUS_MARI,17,W,capture,clear,True,synthetic_fixture,False
CNT001952,TREK017,2023-04-15,07:00,10:00,3.01,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,11,N,capture,light rain,True,synthetic_fixture,False
CNT001953,TREK017,2023-04-28,06:00,09:55,3.92,Herring Gull,Larus argentatus,LARUS_ARGE,7,E,capture,,True,synthetic_fixture,False
CNT001954,TREK017,2023-04-28,06:00,09:55,3.92,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,8,S,capture,overcast,True,synthetic_fixture,False
CNT001955,TREK017,2023-04-28,06:00,09:55,3.92,Rock Pigeon,Columba livia,COLUMBA_LI,12,NW,capture,,True,synthetic_fixture,False
CNT001956,TREK017,2023-04-28,06:00,09:55,3.92,Grey Heron,Ardea cinerea,ARDEA_CINE,15,SE,capture,,True,synthetic_fixture,False
CNT001957,TREK017,2023-04-28,06:00,09:55,3.92,American Robin,Turdus migratorius,TURDUS_MIG,9,S,capture,light rain,True,synthetic_fixture,False
CNT001958,TREK017,2023-05-21,07:00,08:22,1.37,Canada Goose,Branta canadensis,BRANTA_CAN,3,SW,capture,,True,synthetic_fixture,False
CNT001959,TREK017,2023-05-21,07:00,08:22,1.37,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,6,S,capture,light rain,True,synthetic_fixture,False
CNT001960,TREK017,2023-05-21,07:00,08:22,1.37,Common Starling,Sturnus vulgaris,STURNUS_VU,3,N,capture,windy,True,synthetic_fixture,False
CNT001961,TREK017,2023-05-21,07:00,08:22,1.37,Common Buzzard,Buteo buteo,BUTEO_BUTE,8,NW,capture,windy,True,synthetic_fixture,False
CNT001962,TREK017,2023-05-22,05:00,10:38,5.64,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,2,SW,capture,overcast,True,synthetic_fixture,False
CNT001963,TREK017,2023-05-22,05:00,10:38,5.64,Mallard,Anas platyrhynchos,ANAS_PLATY,7,W,capture,clear,True,synthetic_fixture,False
CNT001964,TREK017,2023-05-22,05:00,10:38,5.64,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,7,SW,capture,windy,False,synthetic_fixture,False
CNT001965,TREK017,2023-05-29,05:00,09:15,4.26,Rock Pigeon,Columba livia,COLUMBA_LI,5,SW,capture,clear,True,synthetic_fixture,False
CNT001966,TREK017,2023-05-29,05:00,09:15,4.26,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,8,S,capture,windy,True,synthetic_fixture,False
CNT001967,TREK017,2023-05-29,05:00,09:15,4.26,Great Blue Heron,Ardea herodias,ARDEA_HERO,3,W,capture,windy,True,synthetic_fixture,False
CNT001968,TREK017,2023-05-29,05:00,09:15,4.26,American Crow,Corvus brachyrhynchos,CORVUS_BRA,4,SE,capture,clear,True,synthetic_fixture,False
CNT001969,TREK017,2023-05-31,05:00,09:37,4.62,Mallard,Anas platyrhynchos,ANAS_PLATY,5,NE,capture,light rain,True,synthetic_fixture,False
CNT001970,TREK017,2023-05-31,05:00,09:37,4.62,Common Starling,Sturnus vulgaris,STURNUS_VU,7,SE,capture,,True,synthetic_fixture,False
CNT001971,TREK017,2023-06-08,09:00,14:34,5.58,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,8,W,capture,windy,True,synthetic_fixture,False
CNT001972,TREK017,2023-06-08,09:00,14:34,5.58,Rock Pigeon,Columba livia,COLUMBA_LI,4,NW,capture,,True,synthetic_fixture,False
CNT001973,TREK017,2023-06-08,09:00,14:34,5.58,Great Black-backed Gull,Larus marinus,LARUS_MARI,1,E,capture,,True,synthetic_fixture,False
CNT001974,TREK017,2023-06-08,09:00,14:34,5.58,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,2,NE,capture,clear,True,synthetic_fixture,False
CNT001975,TREK017,2023-08-11,08:00,13:17,5.29,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,7,S,capture,clear,True,synthetic_fixture,False
CNT001976,TREK017,2023-08-11,08:00,13:17,5.29,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,3,NW,capture,light rain,True,synthetic_fixture,False
CNT001977,TREK017,2023-09-12,06:00,10:15,4.25,Great Blue Heron,Ardea herodias,ARDEA_HERO,14,NW,capture,,True,synthetic_fixture,False
CNT001978,TREK017,2023-09-12,06:00,10:15,4.25,Common Starling,Sturnus vulgaris,STURNUS_VU,16,SW,capture,clear,True,synthetic_fixture,False
CNT001979,TREK017,2023-09-21,05:00,09:19,4.33,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,11,E,capture,light rain,True,synthetic_fixture,False
CNT001980,TREK017,2023-09-21,05:00,09:19,4.33,Great Cormorant,Phalacrocorax carbo,PHALACROCO,16,NW,capture,clear,True,synthetic_fixture,False
CNT001981,TREK017,2023-09-21,05:00,09:19,4.33,Rock Pigeon,Columba livia,COLUMBA_LI,12,S,capture,,True,synthetic_fixture,False
CNT001982,TREK017,2023-09-21,05:00,09:19,4.33,Herring Gull,Larus argentatus,LARUS_ARGE,6,NE,capture,windy,True,synthetic_fixture,False
CNT001983,TREK017,2023-09-22,07:00,09:18,2.31,American Robin,Turdus migratorius,TURDUS_MIG,11,N,capture,,True,synthetic_fixture,False
CNT001984,TREK017,2023-09-22,07:00,09:18,2.31,Grey Heron,Ardea cinerea,ARDEA_CINE,11,W,capture,windy,True,synthetic_fixture,False
CNT001985,TREK017,2023-09-22,07:00,09:18,2.31,Canada Goose,Branta canadensis,BRANTA_CAN,9,SW,capture,windy,True,synthetic_fixture,False
CNT001986,TREK017,2023-09-22,07:00,09:18,2.31,Great Blue Heron,Ardea herodias,ARDEA_HERO,11,NW,capture,clear,True,synthetic_fixture,False
CNT001987,TREK017,2023-09-22,07:00,09:18,2.31,Herring Gull,Larus argentatus,LARUS_ARGE,12,W,capture,,True,synthetic_fixture,False
CNT001988,TREK017,2023-10-11,09:00,13:00,4.0,Great Blue Heron,Ardea herodias,ARDEA_HERO,8,SE,capture,light rain,True,synthetic_fixture,False
CNT001989,TREK017,2023-10-11,09:00,13:00,4.0,American Robin,Turdus migratorius,TURDUS_MIG,13,SE,capture,overcast,True,synthetic_fixture,False
CNT001990,TREK017,2023-10-11,09:00,13:00,4.0,Great Cormorant,Phalacrocorax carbo,PHALACROCO,10,SW,capture,overcast,True,synthetic_fixture,False
CNT001991,TREK017,2023-10-11,09:00,13:00,4.0,Greylag Goose,Anser anser,ANSER_ANSE,14,N,capture,overcast,True,synthetic_fixture,False
CNT001992,TREK017,2023-10-13,07:00,09:53,2.9,Grey Heron,Ardea cinerea,ARDEA_CINE,12,NE,capture,light rain,True,synthetic_fixture,False
CNT001993,TREK017,2023-10-20,07:00,12:10,5.17,Great Cormorant,Phalacrocorax carbo,PHALACROCO,5,NW,capture,windy,True,synthetic_fixture,False
CNT001994,TREK017,2023-10-20,07:00,12:10,5.17,Rock Pigeon,Columba livia,COLUMBA_LI,10,NE,capture,clear,True,synthetic_fixture,False
CNT001995,TREK017,2023-10-20,07:00,12:10,5.17,Common Buzzard,Buteo buteo,BUTEO_BUTE,11,E,capture,,True,synthetic_fixture,False
CNT001996,TREK017,2023-11-26,06:00,11:19,5.33,Great Cormorant,Phalacrocorax carbo,PHALACROCO,8,SE,capture,overcast,False,synthetic_fixture,False
CNT001997,TREK017,2023-11-26,06:00,11:19,5.33,Mallard,Anas platyrhynchos,ANAS_PLATY,9,E,capture,clear,True,synthetic_fixture,False
CNT001998,TREK017,2023-11-26,06:00,11:19,5.33,Grey Heron,Ardea cinerea,ARDEA_CINE,6,N,capture,light rain,True,synthetic_fixture,False
CNT001999,TREK017,2023-11-26,06:00,11:19,5.33,Barn Swallow,Hirundo rustica,HIRUNDO_RU,4,NE,capture,light rain,True,synthetic_fixture,False
CNT002000,TREK017,2023-11-26,06:00,11:19,5.33,Common Starling,Sturnus vulgaris,STURNUS_VU,2,NE,capture,light rain,True,synthetic_fixture,False
CNT002001,TREK017,2023-12-11,05:00,06:30,1.51,Great Blue Heron,Ardea herodias,ARDEA_HERO,1,NW,capture,overcast,True,synthetic_fixture,False
CNT002002,TREK017,2023-12-11,05:00,06:30,1.51,Common Raven,Corvus corax,CORVUS_COR,2,N,capture,clear,True,synthetic_fixture,False
CNT002003,TREK017,2023-12-11,05:00,06:30,1.51,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,2,NE,capture,,True,synthetic_fixture,False
CNT002004,TREK017,2024-01-21,06:00,08:54,2.91,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,4,NE,capture,clear,True,synthetic_fixture,False
CNT002005,TREK017,2024-01-23,08:00,10:47,2.8,Great Cormorant,Phalacrocorax carbo,PHALACROCO,6,SE,capture,light rain,False,synthetic_fixture,False
CNT002006,TREK017,2024-01-23,08:00,10:47,2.8,Common Raven,Corvus corax,CORVUS_COR,2,NW,capture,windy,True,synthetic_fixture,False
CNT002007,TREK017,2024-01-23,08:00,10:47,2.8,Greylag Goose,Anser anser,ANSER_ANSE,3,SW,capture,clear,True,synthetic_fixture,False
CNT002008,TREK017,2024-01-23,08:00,10:47,2.8,Mute Swan,Cygnus olor,CYGNUS_OLO,3,E,capture,light rain,True,synthetic_fixture,False
CNT002009,TREK017,2024-01-23,08:00,10:47,2.8,Canada Goose,Branta canadensis,BRANTA_CAN,6,W,capture,overcast,True,synthetic_fixture,False
CNT002010,TREK017,2024-01-31,06:00,10:24,4.4,Herring Gull,Larus argentatus,LARUS_ARGE,3,N,capture,light rain,True,synthetic_fixture,False
CNT002011,TREK017,2024-04-01,06:00,10:35,4.59,Great Black-backed Gull,Larus marinus,LARUS_MARI,18,W,capture,windy,True,synthetic_fixture,False
CNT002012,TREK017,2024-04-01,06:00,10:35,4.59,Barn Swallow,Hirundo rustica,HIRUNDO_RU,11,NW,capture,clear,True,synthetic_fixture,False
CNT002013,TREK017,2024-04-01,06:00,10:35,4.59,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,11,NE,capture,,True,synthetic_fixture,False
CNT002014,TREK017,2024-04-01,06:00,10:35,4.59,Mute Swan,Cygnus olor,CYGNUS_OLO,9,N,capture,,True,synthetic_fixture,False
CNT002015,TREK017,2024-04-01,09:00,10:38,1.65,Herring Gull,Larus argentatus,LARUS_ARGE,13,SW,capture,,True,synthetic_fixture,False
CNT002016,TREK017,2024-04-01,09:00,10:38,1.65,Bald Eagle,Haliaeetus leucocephalus,HALIAEETUS,9,SE,capture,clear,True,synthetic_fixture,False
CNT002017,TREK017,2024-04-01,09:00,10:38,1.65,Grey Heron,Ardea cinerea,ARDEA_CINE,10,S,capture,clear,True,synthetic_fixture,False
CNT002018,TREK017,2024-04-01,09:00,10:38,1.65,Mute Swan,Cygnus olor,CYGNUS_OLO,15,NW,capture,overcast,True,synthetic_fixture,False
CNT002019,TREK017,2024-04-13,06:00,09:01,3.03,Grey Heron,Ardea cinerea,ARDEA_CINE,10,NW,capture,windy,True,synthetic_fixture,False
CNT002020,TREK017,2024-04-13,06:00,09:01,3.03,Great Blue Heron,Ardea herodias,ARDEA_HERO,23,SW,capture,light rain,True,synthetic_fixture,False
CNT002021,TREK017,2024-05-08,05:00,10:02,5.04,Common Buzzard,Buteo buteo,BUTEO_BUTE,9,NE,capture,windy,True,synthetic_fixture,False
CNT002022,TREK017,2024-05-08,05:00,10:02,5.04,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,1,SE,capture,,True,synthetic_fixture,False
CNT002023,TREK017,2024-05-08,05:00,10:02,5.04,Greylag Goose,Anser anser,ANSER_ANSE,5,NE,capture,overcast,True,synthetic_fixture,False
CNT002024,TREK017,2024-05-08,05:00,10:02,5.04,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,6,SE,capture,,True,synthetic_fixture,False
CNT002025,TREK017,2024-05-14,05:00,09:22,4.38,Barn Swallow,Hirundo rustica,HIRUNDO_RU,6,S,capture,,True,synthetic_fixture,False
CNT002026,TREK017,2024-05-14,05:00,09:22,4.38,Common Kestrel,Falco tinnunculus,FALCO_TINN,4,NW,capture,,True,synthetic_fixture,False
CNT002027,TREK017,2024-05-14,05:00,09:22,4.38,American Robin,Turdus migratorius,TURDUS_MIG,6,W,capture,overcast,True,synthetic_fixture,False
CNT002028,TREK017,2024-05-14,05:00,09:22,4.38,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,7,S,capture,clear,True,synthetic_fixture,False
CNT002029,TREK017,2024-05-25,06:00,10:25,4.43,Common Starling,Sturnus vulgaris,STURNUS_VU,3,N,capture,clear,True,synthetic_fixture,False
CNT002030,TREK017,2024-05-25,06:00,10:25,4.43,Common Buzzard,Buteo buteo,BUTEO_BUTE,10,SW,capture,,True,synthetic_fixture,False
CNT002031,TREK017,2024-05-27,09:00,10:49,1.83,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,3,N,capture,clear,True,synthetic_fixture,False
CNT002032,TREK017,2024-06-29,09:00,12:08,3.14,Herring Gull,Larus argentatus,LARUS_ARGE,6,E,capture,light rain,True,synthetic_fixture,False
CNT002033,TREK017,2024-07-23,06:00,09:36,3.6,Great Black-backed Gull,Larus marinus,LARUS_MARI,4,W,capture,overcast,True,synthetic_fixture,False
CNT002034,TREK017,2024-08-14,07:00,10:05,3.09,Barn Swallow,Hirundo rustica,HIRUNDO_RU,6,SW,capture,light rain,True,synthetic_fixture,False
CNT002035,TREK017,2024-08-14,07:00,10:05,3.09,Grey Heron,Ardea cinerea,ARDEA_CINE,5,SE,capture,,True,synthetic_fixture,False
CNT002036,TREK017,2024-08-14,07:00,10:05,3.09,Common Raven,Corvus corax,CORVUS_COR,2,E,capture,clear,True,synthetic_fixture,False
CNT002037,TREK017,2024-08-14,07:00,10:05,3.09,Common Buzzard,Buteo buteo,BUTEO_BUTE,7,SW,capture,clear,True,synthetic_fixture,False
CNT002038,TREK017,2024-08-14,07:00,10:05,3.09,Great Black-backed Gull,Larus marinus,LARUS_MARI,7,SW,capture,,True,synthetic_fixture,False
CNT002039,TREK017,2024-08-18,08:00,13:49,5.83,Rock Pigeon,Columba livia,COLUMBA_LI,4,E,capture,clear,True,synthetic_fixture,False
CNT002040,TREK017,2024-08-18,08:00,13:49,5.83,Grey Heron,Ardea cinerea,ARDEA_CINE,4,S,capture,,True,synthetic_fixture,False
CNT002041,TREK017,2024-08-18,08:00,13:49,5.83,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,4,NW,capture,windy,True,synthetic_fixture,False
CNT002042,TREK017,2024-08-25,08:00,11:42,3.7,Canada Goose,Branta canadensis,BRANTA_CAN,9,W,capture,overcast,True,synthetic_fixture,False
CNT002043,TREK017,2024-08-25,08:00,11:42,3.7,Common Raven,Corvus corax,CORVUS_COR,3,E,capture,clear,True,synthetic_fixture,False
CNT002044,TREK017,2024-08-25,08:00,11:42,3.7,Greylag Goose,Anser anser,ANSER_ANSE,11,S,capture,windy,True,synthetic_fixture,False
CNT002045,TREK017,2024-08-25,08:00,11:42,3.7,Great Cormorant,Phalacrocorax carbo,PHALACROCO,6,NW,capture,windy,True,synthetic_fixture,False
CNT002046,TREK017,2024-10-05,05:00,06:01,1.03,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,11,SE,capture,clear,True,synthetic_fixture,False
CNT002047,TREK017,2024-10-05,05:00,06:01,1.03,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,8,SW,capture,clear,True,synthetic_fixture,False
CNT002048,TREK017,2024-10-09,07:00,09:18,2.31,Great Cormorant,Phalacrocorax carbo,PHALACROCO,17,W,capture,overcast,True,synthetic_fixture,False
CNT002049,TREK017,2024-10-09,07:00,09:18,2.31,Mute Swan,Cygnus olor,CYGNUS_OLO,16,SW,capture,windy,False,synthetic_fixture,False
CNT002050,TREK017,2024-10-09,07:00,09:18,2.31,Herring Gull,Larus argentatus,LARUS_ARGE,12,E,capture,overcast,True,synthetic_fixture,False
CNT002051,TREK017,2024-10-09,07:00,09:18,2.31,Great Black-backed Gull,Larus marinus,LARUS_MARI,14,W,capture,windy,True,synthetic_fixture,False
CNT002052,TREK017,2024-10-09,07:00,09:18,2.31,Common Raven,Corvus corax,CORVUS_COR,9,S,capture,,True,synthetic_fixture,False
CNT002053,TREK017,2024-10-17,06:00,11:01,5.03,American Crow,Corvus brachyrhynchos,CORVUS_BRA,11,W,capture,,True,synthetic_fixture,False
CNT002054,TREK017,2024-10-17,06:00,11:01,5.03,Common Buzzard,Buteo buteo,BUTEO_BUTE,11,SW,capture,clear,True,synthetic_fixture,False
CNT002055,TREK017,2024-10-17,06:00,11:01,5.03,Canada Goose,Branta canadensis,BRANTA_CAN,12,N,capture,windy,True,synthetic_fixture,False
CNT002056,TREK017,2024-10-17,06:00,11:01,5.03,Common Ringed Plover,Charadrius hiaticula,CHARADRIUS,8,N,capture,windy,True,synthetic_fixture,False
CNT002057,TREK017,2024-10-17,06:00,11:01,5.03,Mute Swan,Cygnus olor,CYGNUS_OLO,9,W,capture,light rain,True,synthetic_fixture,False
CNT002058,TREK018,2023-01-30,08:00,13:07,5.12,Common Raven,Corvus corax,CORVUS_COR,4,NE,visible_migration,,True,synthetic_fixture,False
CNT002059,TREK018,2023-01-30,08:00,13:07,5.12,Black-headed Gull,Chroicocephalus ridibundus,CHROICOCEP,1,SE,visible_migration,overcast,True,synthetic_fixture,False
CNT002060,TREK018,2023-01-30,08:00,13:07,5.12,Great Black-backed Gull,Larus marinus,LARUS_MARI,1,SW,visible_migration,windy,False,synthetic_fixture,False
CNT002061,TREK018,2023-01-30,08:00,13:07,5.12,Greylag Goose,Anser anser,ANSER_ANSE,5,E,visible_migration,clear,True,synthetic_fixture,False
CNT002062,TREK018,2023-03-17,09:00,14:13,5.23,Rock Pigeon,Columba livia,COLUMBA_LI,7,N,visible_migration,light rain,True,synthetic_fixture,False
CNT002063,TREK018,2023-03-17,09:00,14:13,5.23,Common Buzzard,Buteo buteo,BUTEO_BUTE,11,SW,visible_migration,,True,synthetic_fixture,False
CNT002064,TREK018,2023-03-30,05:00,06:04,1.07,Great Blue Heron,Ardea herodias,ARDEA_HERO,4,SW,visible_migration,clear,True,synthetic_fixture,False
CNT002065,TREK018,2023-03-30,05:00,06:04,1.07,Great Black-backed Gull,Larus marinus,LARUS_MARI,15,S,visible_migration,,True,synthetic_fixture,False
CNT002066,TREK018,2023-03-30,05:00,06:04,1.07,Common Kestrel,Falco tinnunculus,FALCO_TINN,10,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT002067,TREK018,2023-03-30,05:00,06:04,1.07,Great Cormorant,Phalacrocorax carbo,PHALACROCO,4,NW,visible_migration,overcast,True,synthetic_fixture,False
CNT002068,TREK018,2023-04-16,05:00,10:04,5.07,Herring Gull,Larus argentatus,LARUS_ARGE,17,S,visible_migration,windy,True,synthetic_fixture,False
CNT002069,TREK018,2023-04-16,05:00,10:04,5.07,Canada Goose,Branta canadensis,BRANTA_CAN,14,S,visible_migration,clear,True,synthetic_fixture,False
CNT002070,TREK018,2023-04-16,05:00,10:04,5.07,Common Starling,Sturnus vulgaris,STURNUS_VU,9,S,visible_migration,clear,True,synthetic_fixture,False
CNT002071,TREK018,2023-04-25,09:00,10:58,1.97,Great Blue Heron,Ardea herodias,ARDEA_HERO,10,SW,visible_migration,windy,True,synthetic_fixture,False
CNT002072,TREK018,2023-04-25,09:00,10:58,1.97,American Robin,Turdus migratorius,TURDUS_MIG,11,S,visible_migration,windy,True,synthetic_fixture,False
CNT002073,TREK018,2023-04-25,09:00,10:58,1.97,Eurasian Sparrowhawk,Accipiter nisus,ACCIPITER_,11,W,visible_migration,light rain,True,synthetic_fixture,False
CNT002074,TREK018,2023-04-25,09:00,10:58,1.97,Common Raven,Corvus corax,CORVUS_COR,10,N,visible_migration,clear,True,synthetic_fixture,False
CNT002075,TREK018,2023-04-27,06:00,11:19,5.32,American Robin,Turdus migratorius,TURDUS_MIG,8,N,visible_migration,clear,True,synthetic_fixture,False
CNT002076,TREK018,2023-04-27,06:00,11:19,5.32,Canada Goose,Branta canadensis,BRANTA_CAN,13,SW,visible_migration,windy,True,synthetic_fixture,False
CNT002077,TREK018,2023-04-27,06:00,11:19,5.32,Great Black-backed Gull,Larus marinus,LARUS_MARI,12,S,visible_migration,overcast,True,synthetic_fixture,False
CNT002078,TREK018,2023-05-07,09:00,13:54,4.9,Great Black-backed Gull,Larus marinus,LARUS_MARI,4,SW,visible_migration,windy,True,synthetic_fixture,False
CNT002079,TREK018,2023-05-07,09:00,13:54,4.9,Mallard,Anas platyrhynchos,ANAS_PLATY,3,N,visible_migration,light rain,True,synthetic_fixture,False
CNT002080,TREK018,2023-05-12,05:00,09:06,4.11,Herring Gull,Larus argentatus,LARUS_ARGE,6,S,visible_migration,windy,True,synthetic_fixture,False
CNT002081,TREK018,2023-05-12,05:00,09:06,4.11,Common Kestrel,Falco tinnunculus,FALCO_TINN,9,S,visible_migration,,True,synthetic_fixture,False
CNT002082,TREK018,2023-05-21,09:00,14:06,5.11,Herring Gull,Larus argentatus,LARUS_ARGE,5,NE,visible_migration,overcast,True,synthetic_fixture,False
